GameID,Titles,YearReleased,Ranking,min_players,max_players,NumRatings,AvgRating,weighted_avg,#_of_awards,ExpansionFlag,#_of_expansion_sets,LicensedType,ClassicFlag,Category,boardgame_category
3743,Space Infantry,2011,3743,1,2,313,6.9492,6.7902,1,Y,2,Original,Modern,Board,"['Science Fiction', 'Wargame']"
3744,Vienna,2015,3744,3,5,461,6.5100,6.4713,2,N,0,Original,Modern,Board,"['2015 Gioco dellu2019Anno Nominee', '2015 Spiel der Spiele Hit mit Freunden Recommended']"
3745,Jupiter Rescue,2013,3745,2,7,364,6.7143,6.6234,0,Y,1,Original,Modern,Board,['Science Fiction']
3746,Railroad Rivals,2018,3746,1,5,433,6.6320,6.5683,0,Y,1,Original,Modern,Board,['Trains']
3747,A Thief's Fortune,2018,3747,1,4,299,6.9146,6.7587,0,Y,5,Original,Modern,Card,"['Arabian', 'Card Game', 'Fantasy']"
3748,Sailing Toward Osiris,2018,3748,2,5,346,6.8597,6.7325,0,Y,2,Original,Modern,Board,"['Ancient', 'Negotiation']"
3749,Unlock! The Nautilus' Traps,2017,3749,1,6,1407,5.9859,6.0062,0,N,0,Original,Modern,Card,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']"
3750,Euphrates & Tigris  Contest of Kings,2005,3750,2,4,1180,6.0837,6.1000,1,N,0,Original,Modern,Card,"['Ancient', 'Card Game', 'Civilization']"
3751,Anno Domini  Sex & Crime,1998,3751,2,8,334,6.7606,6.6528,0,N,0,Original,Modern,Card,"['Bluffing', 'Card Game', 'Humor', 'Party Game', 'Trivia']"
3752,Crusader Kings,2019,3752,3,5,392,7.0848,6.9238,0,Y,1,Original,Modern,Board,"['Medieval', 'Negotiation', 'Political', 'Video Game Theme', 'Wargame']"
3753,Latice,2015,3753,2,4,380,6.7927,6.6885,0,N,0,Original,Modern,Board,['Abstract Strategy']
3754,Railway Rivals,1984,3754,2,6,379,6.7129,6.6252,0,Y,58,Original,Modern,Board,"['Racing', 'Trains']"
3755,Thunderbolt\/Apache Leader,1991,3755,1,1,246,7.2184,6.9508,3,N,0,Original,Modern,Board,"['Aviation / Flight', 'Modern Warfare', 'Wargame']"
3756,Southern Front,1984,3756,2,2,224,7.4161,7.0693,0,N,0,Original,Modern,Board,"['Modern Warfare', 'Wargame']"
3757,Sonne und Mond,2012,3757,2,4,599,6.3434,6.3361,0,N,0,Original,Modern,Card,"['Animals', 'Card Game']"
3758,Too Many Cinderellas,2014,3758,2,4,526,6.4182,6.3981,0,N,0,Original,Modern,Card,"['Card Game', 'Deduction']"
3759,Gloria Mundi,2006,3759,2,6,1068,6.0945,6.1114,0,N,0,Original,Modern,Board,"['Ancient', 'City Building']"
3760,Napoleon at Waterloo,1971,3760,2,2,460,6.6102,6.5535,0,Y,1,Original,Modern,Board,"['Napoleonic', 'Wargame']"
3761,Ace of Aces  Flying Machines,1983,3761,2,2,282,7.0209,6.8303,0,N,0,Original,Modern,Board,"['Aviation / Flight', 'Wargame', 'World War I']"
3762,Disc Duelers,2013,3762,2,21,346,6.7241,6.6273,0,Y,1,Original,Modern,Board,"['Action / Dexterity', 'Fighting', 'Racing', 'Sports']"
3763,Adventure Games  Monochrome Inc.,2019,3763,1,4,285,7.0233,6.8335,0,N,0,Original,Modern,Board,"['KOSMOS', '999 Games', 'Zvezda']"
3764,Hemloch,2011,3764,2,2,325,6.8509,6.7195,0,Y,2,Original,Modern,Card,"['Card Game', 'Fantasy']"
3765,Pandoria,2018,3765,2,4,305,6.8908,6.7431,0,Y,3,Original,Modern,Board,"['Economic', 'Fantasy', 'Farming', 'Territory Building']"
3766,The Arab-Israeli Wars,1977,3766,2,2,633,6.3798,6.3679,0,Y,2,Original,Modern,Board,"['Arabian', 'Modern Warfare', 'Wargame']"
3767,Monkeys on the Moon,2002,3767,2,4,742,6.2282,6.2358,0,N,0,Original,Modern,Card,"['Animals', 'Card Game', 'Humor', 'Science Fiction']"
3768,Search,1998,3768,2,5,1614,6.0293,6.0447,0,Y,1,Original,Modern,Card,"['Card Game', 'Religious']"
3769,Concept Kids  Animals,2018,3769,2,12,257,7.1074,6.8792,1,Y,1,Original,Modern,Board,"['Animals', 'Childrens Game', 'Deduction']"
3770,Cerberus,2018,3770,3,7,350,6.8461,6.7231,0,N,0,Original,Modern,Board,"['Adventure', 'Mythology', 'Negotiation']"
3771,Spellbound,2012,3771,1,4,313,6.8329,6.7021,0,N,0,Original,Modern,Board,"['Adventure', 'Fantasy']"
3772,1714  The Case of the Catalans,2014,3772,2,5,301,7.0036,6.8263,0,N,0,Original,Modern,Board,"['Age of Reason', 'Negotiation', 'Wargame']"
3773,The Very Clever Pipe Game,1996,3773,2,4,807,6.2252,6.2327,0,N,0,Original,Modern,Card,"['Abstract Strategy', 'Card Game']"
3774,Archmage,2018,3774,1,4,359,6.8675,6.7423,0,Y,1,Original,Modern,Board,"['Exploration', 'Fantasy', 'Territory Building']"
3775,Dien Bien Phu  The Final Gamble,2014,3775,2,2,161,8.4016,7.5935,0,N,0,Original,Modern,Board,"['Modern Warfare', 'Vietnam War', 'Wargame']"
3776,SHH,2015,3776,2,4,449,6.5269,6.4842,0,N,0,Original,Modern,Board,"['Deduction', 'Word Game']"
3777,Matcha,2015,3777,2,2,531,6.4144,6.3951,0,N,0,Original,Modern,Card,"['Bluffing', 'Card Game']"
3778,Strat-O-Matic Hockey,1978,3778,2,2,292,7.1564,6.9361,0,N,0,Original,Modern,Board,['Sports']
3779,Lucidity  Six-Sided Nightmares,2018,3779,1,4,601,6.4982,6.4689,0,N,0,Original,Modern,Dice,"['Dice', 'Horror']"
3780,China Rails,2007,3780,2,6,268,7.0932,6.8756,0,N,0,Original,Modern,Board,"['Economic', 'Trains', 'Transportation']"
3781,La Bataille de la Moscowa (third edition),2011,3781,2,8,143,8.5813,7.6394,2,Y,1,Original,Modern,Board,"['Napoleonic', 'Wargame']"
3782,Le Passe-Trappe Micro,2008,3782,2,2,497,6.4436,6.4183,0,N,0,Original,Modern,Board,"['Action / Dexterity', 'Childrens Game']"
3783,Drive,2003,3783,2,4,466,6.4945,6.4588,0,N,0,Original,Modern,Card,"['Animals', 'Card Game']"
3784,Schoko & Co.,1987,3784,2,4,389,6.6581,6.5833,1,N,0,Original,Modern,Board,['Economic']
3785,Crazy Time,2013,3785,4,7,315,6.8649,6.7270,1,N,0,Original,Modern,Card,"['Action / Dexterity', 'Card Game', 'Party Game']"
3786,Dragon Rampage,2012,3786,3,5,497,6.4602,6.4321,0,N,0,Original,Modern,Dice,"['Dice', 'Fantasy']"
3787,The Lamps Are Going Out,2016,3787,2,4,221,7.5503,7.1585,0,N,0,Original,Modern,Board,"['Wargame', 'World War I']"
3788,Deja Vu  Fragments of Memory,2018,3788,2,4,245,7.1771,6.9207,0,Y,1,Original,Modern,Board,"['Fantasy', 'Science Fiction']"
3789,Detective Stories  Case 1 - The Fire in Adlerstein,2018,3789,1,5,168,7.9413,7.3261,0,N,0,Original,Modern,Board,"['Deduction', 'Murder/Mystery', 'Party Game', 'Puzzle']"
3790,Foppen,1995,3790,3,6,393,6.6140,6.5488,0,N,0,Original,Modern,Card,['Card Game']
3791,Journey to the Center of the Earth,2008,3791,2,4,686,6.2883,6.2889,1,N,0,Original,Modern,Board,"['Adventure', 'Novel-based', 'Travel']"
3792,Han,2014,3792,2,5,242,7.1567,6.9040,0,Y,1,Original,Modern,Board,"['Ancient', 'Territory Building']"
3793,Freight Train,1993,3793,2,5,506,6.4066,6.3878,1,N,0,Original,Modern,Card,"['Card Game', 'Trains']"
3794,Exploding Kittens  Party Pack,2017,3794,2,10,249,7.5180,7.1668,0,Y,1,Original,Modern,Card,"['Animals', 'Card Game', 'Comic Book / Strip', 'Humor']"
3795,Nile DeLuxor,2011,3795,2,6,392,6.6196,6.5532,0,N,0,Original,Modern,Card,"['Ancient', 'Card Game', 'Farming', 'Print & Play']"
3796,The King's Will,2017,3796,2,4,272,7.0155,6.8212,0,Y,3,Original,Modern,Board,"['Farming', 'Industry / Manufacturing', 'Medieval', 'Territory Building']"
3797,Groves,2018,3797,1,4,260,7.2474,6.9822,0,N,0,Original,Modern,Board,['Fantasy']
3798,Pirates of the 7 Seas,2015,3798,2,4,393,6.6529,6.5798,0,Y,1,Original,Modern,Board,['Pirates']
3799,Munchkin Pathfinder  Guest Artist Edition,2013,3799,3,6,759,6.3389,6.3335,0,Y,17,Original,Modern,Card,"['Card Game', 'Fantasy', 'Fighting', 'Humor']"
3800,In a Grove,2011,3800,3,4,612,6.3144,6.3114,1,N,0,Original,Modern,Board,"['Bluffing', 'Deduction', 'Murder/Mystery']"
3801,Herbalism,2017,3801,3,4,361,6.7436,6.6458,0,N,0,Original,Modern,Card,"['Card Game', 'Deduction', 'Medical', 'Memory', 'Mythology', 'Puzzle']"
3802,1825 Unit 2,2000,3802,2,4,186,7.5083,7.0832,0,Y,7,Original,Modern,Board,"['Trains', 'Transportation']"
3803,Water Lily,2010,3803,2,4,399,6.5837,6.5254,3,N,0,Original,Modern,Board,"['Abstract Strategy', 'Animals', 'Bluffing', 'Childrens Game', 'Racing']"
3804,Four Dragons,2000,3804,3,4,418,6.5775,6.5225,0,N,0,Original,Modern,Card,"['Card Game', 'Deduction', 'Horror']"
3805,Tramways Engineer's Workbook,2018,3805,1,2,189,7.5513,7.1158,0,Y,1,Original,Modern,Board,"['City Building', 'Trains', 'Transportation']"
3806,Camelot Legends,2004,3806,2,4,1183,6.1114,6.1256,0,N,0,Original,Modern,Card,"['Adventure', 'Card Game', 'Medieval']"
3807,Tunisia II,2016,3807,1,2,141,8.5163,7.5936,0,N,0,Original,Modern,Board,"['Wargame', 'World War II']"
3808,Lock 'n Load  Heroes of the Blitzkrieg,2009,3808,2,2,184,7.8992,7.3335,0,Y,3,Original,Modern,Board,"['Wargame', 'World War II']"
3809,Cluzzle,2004,3809,3,6,623,6.3084,6.3062,0,N,0,Original,Modern,Board,"['Deduction', 'Party Game', 'Puzzle']"
3810,Colonialism,2013,3810,2,4,312,6.8301,6.6996,0,Y,1,Original,Modern,Board,"['Bluffing', 'Political', 'World War I']"
3811,Orcs Orcs Orcs,2014,3811,2,4,531,6.4219,6.4014,0,Y,2,Original,Modern,Board,['Fantasy']
3812,Pixel Tactics 4,2015,3812,2,2,231,7.3091,7.0020,0,Y,35,Original,Modern,Card,"['Card Game', 'Fantasy', 'Fighting', 'Video Game Theme']"
3813,Specter Ops  Broken Covenant,2018,3813,2,5,171,7.7025,7.1822,0,N,0,Original,Modern,Board,"['Deduction', 'Miniatures', 'Science Fiction', 'Spies/Secret Agents']"
3814,Town Builder  Coevorden,2019,3814,1,4,219,7.4043,7.0558,0,N,0,Original,Modern,Card,"['Card Game', 'City Building']"
3815,Ka-Ching!,2001,3815,2,4,506,6.4069,6.3880,0,N,0,Original,Modern,Card,"['Card Game', 'Economic']"
3816,Barbarossa  Army Group South,1996,3816,1,4,165,7.9199,7.3058,1,N,0,Original,Modern,Board,"['Wargame', 'World War II']"
3817,The Hobbit  An Unexpected Journey Deck-Building Game,2014,3817,2,5,321,7.0089,6.8387,0,Y,2,Movie_IP,Modern,Card,"['Card Game', 'Movies / TV / Radio theme', 'Novel-based']"
3818,Antarctica,2015,3818,2,4,570,6.3345,6.3282,0,Y,2,Original,Modern,Board,"['Argentum Verlag', 'Egmont Polska']"
3819,Amateurs to Arms!,2012,3819,2,2,177,7.8658,7.2979,2,N,0,Original,Modern,Board,"['Age of Reason', 'American Indian Wars', 'Wargame']"
3820,Trollhalla,2011,3820,2,4,390,6.6511,6.5779,0,N,0,Original,Modern,Board,"['Fantasy', 'Humor', 'Medieval', 'Nautical', 'Transportation']"
3821,Down in Flames  Aces High,2008,3821,2,6,274,7.0653,6.8587,0,Y,2,Original,Modern,Card,"['Aviation / Flight', 'Card Game', 'Wargame', 'World War II']"
3822,Ligretto Football,2006,3822,2,8,581,6.3504,6.3419,0,N,0,Original,Modern,Card,"['Card Game', 'Real-time', 'Sports']"
3823,Draconis Invasion,2016,3823,1,6,386,7.2510,7.0538,0,Y,5,Original,Modern,Card,"['Card Game', 'Fantasy']"
3824,Catan  Starfarers,2019,3824,3,4,169,7.9875,7.3575,0,Y,1,Original,Modern,Board,"['Exploration', 'Negotiation', 'Science Fiction', 'Space Exploration']"
3825,Richard Scarry's Busytown  Eye found it! Game,2009,3825,2,4,469,6.4925,6.4573,5,N,0,Original,Modern,Board,"['Childrens Game', 'Racing']"
3826,Gearworks,2018,3826,1,4,302,7.0461,6.8586,0,Y,2,Original,Modern,Card,['Card Game']
3827,The Red Dragon Inn 6  Villains,2017,3827,2,4,216,8.0952,7.5247,0,Y,49,Original,Modern,Card,"['Card Game', 'Fantasy', 'Humor', 'Party Game']"
3828,Argonauts,2015,3828,1,4,283,7.1171,6.9019,0,Y,1,Original,Modern,Board,"['Adventure', 'Exploration', 'Mythology']"
3829,Warhammer 40,2018,3829,2,2,192,8.3552,7.6488,0,Y,10,Original,Modern,Board,"['Science Fiction', 'Wargame']"
3830,Hordes of the Things,1991,3830,2,6,242,7.2714,6.9852,0,N,0,Original,Modern,Board,"['Fantasy', 'Fighting', 'Miniatures', 'Wargame']"
3831,N.Y. Chase,1999,3831,3,6,552,6.4404,6.4177,1,N,0,Original,Modern,Board,"['Deduction', 'Transportation']"
3832,Codenames  Marvel,2017,3832,2,8,646,6.3475,6.3401,0,N,0,Super_Hero_IP,Modern,Card,"['Card Game', 'Comic Book / Strip', 'Deduction', 'Party Game']"
3833,Dominant Species  The Card Game,2012,3833,2,6,1281,6.0090,6.0295,1,Y,1,Original,Modern,Card,"['Card Game', 'Prehistoric']"
3834,Twenty One,2017,3834,2,6,504,6.4113,6.3917,0,N,0,Original,Modern,Dice,['Dice']
3835,Boomerang,2010,3835,3,5,486,6.4669,6.4371,1,N,0,Original,Modern,Board,['Animals']
3836,TEAM3 PINK,2019,3836,3,6,236,7.2769,6.9840,0,N,0,Original,Modern,Board,['Action / Dexterity']
3837,Make 'n' Break,2004,3837,2,4,1008,6.0884,6.1069,8,N,0,Original,Modern,Card,"['Action / Dexterity', 'Card Game']"
3838,Dwarven Smithy,2018,3838,2,4,232,7.5502,7.1714,0,N,0,Original,Modern,Card,"['Card Game', 'Fantasy']"
3839,Sebastian Fitzek Safehouse,2017,3839,2,4,426,6.5959,6.5382,0,Y,1,Original,Modern,Card,"['Card Game', 'Murder/Mystery', 'Real-time']"
3840,War Galley,1999,3840,2,2,270,7.0547,6.8487,1,Y,5,Original,Modern,Board,"['Ancient', 'Nautical', 'Wargame']"
3841,Karuba  The Card Game,2017,3841,2,6,458,6.4463,6.4187,0,N,0,Original,Modern,Card,"['Adventure', 'Card Game', 'Puzzle']"
3842,Unexpected Treasures,2002,3842,3,6,700,6.2317,6.2393,0,N,0,Original,Modern,Board,"['2F-Spiele', 'Arclight', 'Edge Entertainment', 'Rio Grande Games']"
3843,Pixel Tactics 5,2015,3843,2,2,214,7.3472,7.0114,0,Y,29,Original,Modern,Card,"['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Video Game Theme']"
3844,Stellar Conquest,1975,3844,2,4,562,6.4106,6.3927,1,N,0,Original,Modern,Board,"['Economic', 'Science Fiction', 'Space Exploration', 'Wargame']"
3845,Spurs  A Tale in the Old West,2014,3845,3,5,286,6.9870,6.8071,0,Y,4,Original,Modern,Board,"['Action / Dexterity', 'Adventure', 'American West', 'Real-time']"
3846,BattleTech  CityTech,1986,3846,2,6,349,6.7453,6.6445,0,Y,6,Original,Modern,Board,"['Miniatures', 'Science Fiction', 'Wargame']"
3847,Who Did It?,2018,3847,3,6,517,6.4701,6.4414,2,Y,1,Original,Modern,Card,"['Animals', 'Card Game', 'Childrens Game', 'Memory']"
3848,Sola Fide  The Reformation,2016,3848,2,2,424,6.5331,6.4872,0,N,0,Original,Modern,Card,"['Card Game', 'Educational', 'Political', 'Religious']"
3849,Mini Rogue,2016,3849,1,1,288,7.1644,6.9397,1,N,0,Original,Modern,Board,"['Adventure', 'Fantasy', 'Print & Play']"
3850,Red Star Rising  The War in Russia,2007,3850,2,2,210,7.5641,7.1540,2,N,0,Original,Modern,Board,"['Wargame', 'World War II']"
3851,Familienbande,2004,3851,2,4,584,6.3221,6.3178,1,N,0,Original,Modern,Card,['Card Game']
3852,Warlord  Saga of the Storm,2001,3852,2,4,385,6.8097,6.7031,0,Y,9,Original,Modern,Card,"['Card Game', 'Collectible Components', 'Fantasy']"
3853,Skyline,2012,3853,1,4,1305,6.0107,6.0307,0,N,0,Original,Modern,Dice,"['City Building', 'Dice']"
3854,Martian Fluxx,2009,3854,2,6,888,6.1729,6.1850,0,Y,3,Original,Modern,Card,"['Card Game', 'Science Fiction']"
3855,Lady Alice,2012,3855,3,5,565,6.3396,6.3326,0,N,0,Original,Modern,Board,"['Bluffing', 'Deduction']"
3856,The Legend of Korra  Pro-Bending Arena,2018,3856,2,2,213,7.7158,7.2611,1,Y,1,Original,Modern,Card,"['Card Game', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Sports']"
3857,Genesis  Empires and Kingdoms of the Ancient Middle East,2015,3857,1,5,235,7.1945,6.9253,1,N,0,Original,Modern,Board,"['Ancient', 'Civilization', 'Wargame']"
3858,Mars Attacks  The Miniatures Game,2014,3858,2,2,271,7.1450,6.9153,0,Y,21,Original,Modern,Board,"['Humor', 'Miniatures', 'Science Fiction', 'Wargame']"
3859,World Monuments,2016,3859,2,4,647,6.2844,6.2855,0,Y,2,Original,Modern,Board,['Renaissance']
3860,Unanimo,1990,3860,3,8,288,6.8974,6.7415,1,N,0,Original,Modern,Board,"['Bluffing', 'Party Game', 'Word Game']"
3861,Austerlitz 1805  Rising Eagles,2016,3861,1,6,145,8.5552,7.6317,0,N,0,Original,Modern,Board,"['Napoleonic', 'Wargame']"
3862,Urbania,2012,3862,2,5,453,6.4933,6.4570,1,Y,4,Original,Modern,Board,['City Building']
3863,Fire Tower,2019,3863,2,4,272,7.4345,7.1276,0,N,0,Original,Modern,Board,"['Abstract Strategy', 'Environmental']"
3864,Shadows Over Normandie  Achtung! Cthulhu,2015,3864,2,3,267,7.2939,7.0210,0,Y,26,Original,Modern,Board,"['Horror', 'Wargame', 'World War II']"
3865,Krosmaster Arena 2.0,2016,3865,2,4,255,7.4456,7.1208,0,Y,8,Original,Modern,Board,"['Collectible Components', 'Fantasy', 'Fighting', 'Miniatures']"
3866,SiegeStorm  SiegeMode,2019,3866,1,2,219,8.1360,7.5582,0,Y,4,Original,Modern,Card,"['Card Game', 'Fighting']"
3867,HUE,2015,3867,2,5,478,6.4251,6.4022,0,N,0,Original,Modern,Card,"['Abstract Strategy', 'Card Game']"
3868,Mammut,2011,3868,2,5,603,6.2673,6.2709,0,N,0,Original,Modern,Board,"['Animals', 'Negotiation', 'Prehistoric']"
3869,Microbrew,2017,3869,2,2,297,7.0400,6.8518,0,N,0,Original,Modern,Board,"['Economic', 'Print & Play', 'Puzzle']"
3870,Honga,2018,3870,2,5,276,7.0035,6.8144,2,N,0,Original,Modern,Board,['Prehistoric']
3871,Wellington's Victory  Battle of Waterloo Game - June 18th,1976,3871,2,2,286,7.0378,6.8447,2,N,0,Original,Modern,Board,"['Napoleonic', 'Wargame']"
3872,The Ironclads,1979,3872,1,8,247,7.3011,7.0105,1,Y,1,Original,Modern,Board,"['American Civil War', 'Civil War', 'Nautical', 'Wargame']"
3873,Bonnie and Clyde,2009,3873,2,4,612,6.2876,6.2883,2,N,0,Original,Modern,Card,['Card Game']
3874,Jutland,1967,3874,2,2,459,6.6608,6.5949,0,N,0,Original,Modern,Board,"['Nautical', 'Wargame', 'World War I']"
3875,The Kaiser's Pirates,2007,3875,1,4,524,6.4774,6.4477,1,Y,1,Original,Modern,Card,"['Card Game', 'Nautical', 'Wargame', 'World War I']"
3876,Warhammer 40,2012,3876,2,12,361,6.7003,6.6119,0,Y,14,Original,Modern,Board,"['Fighting', 'Miniatures', 'Science Fiction']"
3877,Seeders from Sereis  Exodus,2017,3877,2,4,213,7.8759,7.3701,0,N,0,Original,Modern,Board,"['Science Fiction', 'Space Exploration']"
3878,The Arrival,2016,3878,2,4,357,6.6882,6.6017,0,Y,1,Original,Modern,Board,"['Ancient', 'Civilization', 'Mythology', 'Territory Building']"
3879,Gravity Superstar,2018,3879,2,6,288,6.9044,6.7467,0,N,0,Original,Modern,Board,['Video Game Theme']
3880,Six Making,2013,3880,2,2,212,7.6773,7.2335,0,N,0,Original,Modern,Board,['Abstract Strategy']
3881,Piratenbillard,1959,3881,2,4,383,6.5876,6.5265,0,N,0,Original,Modern,Board,"['Action / Dexterity', 'Pirates']"
3882,Quarantine,2013,3882,2,4,862,6.1245,6.1419,0,Y,1,Original,Modern,Board,['Medical']
3883,Loop Inc.,2015,3883,2,4,473,6.4401,6.4144,0,Y,2,Original,Modern,Board,"['Science Fiction', 'Travel']"
3884,B-29 Superfortress,2008,3884,1,1,312,7.0251,6.8473,0,Y,1,Original,Modern,Board,"['Aviation / Flight', 'Wargame', 'World War II']"
3885,Maya,2003,3885,3,5,582,6.3135,6.3104,2,N,0,Original,Modern,Board,['Ancient']
3886,Pie Town,2017,3886,2,4,421,6.5238,6.4795,0,Y,1,Original,Modern,Dice,"['Deduction', 'Dice']"
3887,Sunken City,2004,3887,2,4,836,6.1695,6.1826,2,N,0,Original,Modern,Board,"['Adventure', 'Ancient', 'Exploration', 'Mythology']"
3888,Santy Anno,2006,3888,3,8,556,6.3377,6.3309,2,Y,1,Original,Modern,Board,['Pirates']
3889,Age of Gods,2004,3889,3,6,699,6.2993,6.2985,0,N,0,Original,Modern,Board,"['Bluffing', 'Fantasy', 'Mythology']"
3890,Palmyra,1996,3890,2,4,853,6.1443,6.1599,0,N,0,Original,Modern,Board,['Economic']
3891,Dungeon Time,2017,3891,1,5,409,6.6757,6.6004,0,Y,2,Original,Modern,Card,"['Card Game', 'Fantasy', 'Real-time']"
3892,Hack Trick,2015,3892,2,4,467,6.5542,6.5080,0,N,0,Original,Modern,Card,"['Abstract Strategy', 'Card Game', 'Deduction']"
3893,Die Pyramiden des Jaguar,2002,3893,2,2,853,6.1089,6.1282,0,N,0,Original,Modern,Card,['Card Game']
3894,Pursue the Pennant,1985,3894,1,2,211,7.6292,7.1994,0,N,0,Original,Modern,Board,['Sports']
3895,Mole Rats in Space,2017,3895,2,4,262,7.0249,6.8226,0,N,0,Original,Modern,Board,"['Animals', 'Childrens Game', 'Science Fiction']"
3896,RAN,2007,3896,2,4,202,7.4358,7.0573,1,N,0,Original,Modern,Board,"['Medieval', 'Wargame']"
3897,Lost Worlds,1983,3897,2,2,434,6.5342,6.4890,1,Y,3,Original,Modern,Board,"['Book', 'Fantasy', 'Fighting', 'Medieval']"
3898,Munchkin  Guest Artist Edition,2001,3898,3,6,38008,5.9126,5.9136,1,Y,151,Original,Modern,Card,"['Card Game', 'Fantasy', 'Fighting', 'Humor']"
3899,Last Chance for Victory,2014,3899,2,2,127,8.7595,7.6727,1,N,0,Original,Modern,Board,"['American Civil War', 'Civil War', 'Wargame']"
3900,Tonga Bonga,1998,3900,3,4,473,6.4391,6.4135,1,N,0,Original,Modern,Board,"['Economic', 'Nautical', 'Racing']"
3901,Saboteur  The Duel Teaser Game,2014,3901,1,2,1049,6.0971,6.1141,0,Y,2,Original,Modern,Card,"['Bluffing', 'Card Game', 'Exploration', 'Fantasy']"
3902,DAK,1997,3902,2,2,171,8.0173,7.3808,4,N,0,Original,Modern,Board,"['Wargame', 'World War II']"
3903,Miyabi,2019,3903,2,4,206,7.3524,7.0060,0,N,0,Original,Modern,Board,['Puzzle']
3904,Hex Hex XL,2010,3904,3,6,348,6.7631,6.6581,1,N,0,Original,Modern,Card,['Card Game']
3905,Old School Tactical,2016,3905,2,0,165,8.2617,7.5187,0,Y,2,Original,Modern,Board,"['Wargame', 'World War II']"
3906,Fallschirmjaeger,2001,3906,2,2,171,7.7219,7.1945,1,Y,1,Original,Modern,Board,"['Wargame', 'World War II']"
3907,Nuklear Winter '68,2012,3907,2,3,203,7.4402,7.0614,0,Y,1,Original,Modern,Board,"['Fantasy', 'Science Fiction', 'Wargame', 'World War II']"
3908,M.U.L.E. The Board Game,2015,3908,3,4,422,6.5777,6.5231,0,N,0,Original,Modern,Board,"['Economic', 'Exploration', 'Video Game Theme']"
3909,Quartermaster General  The Cold War,2018,3909,3,6,197,7.4470,7.0583,0,N,0,Original,Modern,Board,"['Modern Warfare', 'Political', 'Wargame']"
3910,Samurai Battles,2012,3910,2,2,217,7.4397,7.0778,2,Y,1,Original,Modern,Board,"['Medieval', 'Miniatures', 'Wargame']"
3911,The Hobbit,2010,3911,2,5,1606,5.9904,6.0081,0,N,0,Movie_IP,Modern,Card,"['Adventure', 'Card Game', 'Fantasy', 'Novel-based', 'Travel']"
3912,SiegeStorm  The SiegeMode,2019,3912,1,2,362,6.8492,6.7287,0,Y,3,Original,Modern,Card,"['Card Game', 'Fantasy']"
3913,New Haven,2013,3913,2,4,415,6.5344,6.4875,0,Y,1,Original,Modern,Board,['City Building']
3914,1825 Unit 1,1995,3914,2,5,278,6.8513,6.7035,0,Y,10,Original,Modern,Board,"['Trains', 'Transportation']"
3915,Passing Through Petra,2018,3915,2,4,340,6.7655,6.6580,0,N,0,Original,Modern,Board,"['Ancient', 'Economic']"
3916,Yahtzee Free for All,2008,3916,2,6,621,6.2763,6.2785,0,N,0,Original,Classic,Dice,['Dice']
3917,Tide of Iron  Next Wave,2014,3917,2,4,145,8.1920,7.4167,0,Y,6,Original,Modern,Board,"['Fighting', 'Miniatures', 'Wargame', 'World War II']"
3918,Briefcase,2012,3918,2,4,587,6.3254,6.3207,0,Y,5,Original,Modern,Board,['Economic']
3919,Costa Rica,2016,3919,2,5,693,6.2166,6.2262,0,N,0,Original,Modern,Board,['Exploration']
3920,The Mystic Wood,1980,3920,2,4,487,6.5116,6.4743,0,Y,1,Original,Modern,Board,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Medieval']"
3921,Monster Crunch! The Breakfast Battle Game,2018,3921,2,5,460,6.4947,6.4586,0,N,0,Original,Modern,Card,['Card Game']
3922,The Gnomes of Zavandor,2011,3922,2,4,417,6.5498,6.5001,0,N,0,Original,Modern,Board,"['Economic', 'Fantasy']"
3923,Skyline 3000,2009,3923,2,4,561,6.3247,6.3199,0,N,0,Original,Modern,Board,"['City Building', 'Science Fiction']"
3924,Alubari  A Nice Cup of Tea,2019,3924,1,5,205,7.3784,7.0224,0,Y,4,Original,Modern,Board,"['Economic', 'Farming', 'Trains']"
3925,Dungeon Rush,2016,3925,2,5,492,6.4037,6.3849,0,N,0,Original,Modern,Card,"['Action / Dexterity', 'Card Game', 'Fantasy', 'Fighting', 'Humor', 'Real-time']"
3926,Tuki,2019,3926,1,4,316,6.8406,6.7088,0,N,0,Original,Modern,Board,"['Abstract Strategy', 'Prehistoric', 'Puzzle']"
3927,Teenage Mutant Ninja Turtles,2010,3927,2,2,188,7.5960,7.1434,1,N,0,Original,Modern,Card,"['Card Game', 'Fighting', 'Horror', 'Mature / Adult', 'Movies / TV / Radio theme', 'Print & Play']"
3928,Donning the Purple,2018,3928,1,3,232,7.2478,6.9601,0,Y,1,Original,Modern,Board,"['Ancient', 'Civilization', 'Economic', 'Fighting', 'Political']"
3929,Mosby's Raiders,1985,3929,1,1,418,6.5840,6.5277,0,N,0,Original,Modern,Board,"['American Civil War', 'Wargame']"
3930,Nanuk,2009,3930,5,8,652,6.2326,6.2406,1,Y,1,Original,Modern,Card,"['Animals', 'Bluffing', 'Card Game']"
3931,Finito!,2008,3931,2,4,707,6.1852,6.1985,0,N,0,Original,Modern,Board,['Abstract Strategy']
